商品,类型,物料名称,物料编码,消耗数量,单位,物料单价,行成本,适用渠道,ERPNext新单价,基价(两位),适用税率%,ERP_UOM,基价(原始)
合艾狂热 4,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
合艾鸡翅 2pcs,single,炸洋葱,DR05001,4.0,g,0.2550345,1.020138,通用,0.2550345,0.23,7.0,g,0.227
合艾鸡翅 2pcs,single,J起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
合艾鸡翅 2pcs,single,翅中,FR01005,2.0,pc,4.61311515,9.2262303,通用,4.61311515,4.39,0.0,pc,4.393443
合艾鸡翅 2pcs,single,辣味粉,SE05002,4.0,g,0.146055,0.58422,通用,0.146055,0.13,7.0,g,0.13
合艾鸡翅 2pcs,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
合艾鸡翅 2pcs,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
合艾鸡翅 2pcs,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
合艾鸡翅 2pcs,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
合艾鸡翅 2pcs,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
合艾鸡翅 5pcs,single,炸洋葱,DR05001,10.0,g,0.2550345,2.550345,通用,0.2550345,0.23,7.0,g,0.227
合艾鸡翅 5pcs,single,J起酥油,DR02001,50.0,g,0.04954635,2.4773175000000003,通用,0.04954635,0.04,7.0,g,0.0441
合艾鸡翅 5pcs,single,翅中,FR01005,5.0,pc,4.61311515,23.065575749999997,通用,4.61311515,4.39,0.0,pc,4.393443
合艾鸡翅 5pcs,single,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
合艾鸡翅 5pcs,single,小餐盒,PA99036,1.0,pc,1.898715,1.898715,通用,1.898715,1.69,7.0,pc,1.69
合艾鸡翅 5pcs,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
合艾鸡翅 5pcs,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
合艾鸡翅 5pcs,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
合艾鸡翅 5pcs,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
合艾鸡翅 5pcs,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
合艾鸡翅2块,single,炸洋葱,DR05001,4.0,g,0.2550345,1.020138,通用,0.2550345,0.23,7.0,g,0.227
合艾鸡翅2块,single,J起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
合艾鸡翅2块,single,翅中,FR01005,2.0,pc,4.61311515,9.2262303,通用,4.61311515,4.39,0.0,pc,4.393443
合艾鸡翅2块,single,辣味粉,SE05002,4.0,g,0.146055,0.58422,通用,0.146055,0.13,7.0,g,0.13
合艾鸡翅2块,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
合艾鸡翅2块,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
合艾鸡翅2块,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
合艾鸡翅2块,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
合艾鸡翅2块,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
合艾鸡翅5只,single,炸洋葱,DR05001,10.0,g,0.2550345,2.550345,通用,0.2550345,0.23,7.0,g,0.227
合艾鸡翅5只,single,J起酥油,DR02001,50.0,g,0.04954635,2.4773175000000003,通用,0.04954635,0.04,7.0,g,0.0441
合艾鸡翅5只,single,翅中,FR01005,5.0,pc,4.61311515,23.065575749999997,通用,4.61311515,4.39,0.0,pc,4.393443
合艾鸡翅5只,single,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
合艾鸡翅5只,single,小餐盒,PA99036,1.0,pc,1.898715,1.898715,通用,1.898715,1.69,7.0,pc,1.69
合艾鸡翅5只,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
合艾鸡翅5只,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
合艾鸡翅5只,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
合艾鸡翅5只,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
合艾鸡翅5只,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
周一特惠 - 紫薯脆波波,single,芋头红薯汤圆,DE01008,5.0,pc,2.13465,10.673250000000001,通用,2.13465,1.9,7.0,pc,1.9
周一特惠 - 紫薯脆波波,single,起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
周一特惠 - 紫薯脆波波,single,鸡米花盒,PA99003,2.0,pc,0.65163,1.30326,通用,0.65163,0.58,7.0,pc,0.58
周一特惠 - 紫薯脆波波,single,番茄酱（大包）,SA01009,20.0,g,0.02595285,0.519057,堂食,0.02595285,0.02,7.0,g,0.0231
周一特惠 - 紫薯脆波波,single,甜辣酱（大包）,SA01008,20.0,g,0.02247,0.4494,堂食,0.02247,0.02,7.0,g,0.02
周一特惠 - 鸡肉芝士球 2 盒 69,single,鸡肉芝士球,FR01016,5.0,pc,3.28062,16.4031,通用,3.28062,2.92,7.0,pc,2.92
周一特惠 - 鸡肉芝士球 2 盒 69,single,J起酥油,DR02001,25.0,g,0.04954635,1.2386587500000001,通用,0.04954635,0.04,7.0,g,0.0441
周一特惠 - 鸡肉芝士球 2 盒 69,single,鸡米花盒,PA99003,1.0,pc,0.65163,0.65163,通用,0.65163,0.58,7.0,pc,0.58
周一特惠 - 鸡肉芝士球 2 盒 69,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
周一特惠 - 鸡肉芝士球 2 盒 69,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
周三促销 - 辣鸡卷买一送一,single,J起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
周三促销 - 辣鸡卷买一送一,single,8寸面饼,FR03001,2.0,pc,6.972429765,13.94485953,通用,6.972429765,6.21,7.0,pc,6.20599
周三促销 - 辣鸡卷买一送一,single,沙拉酱,SA02001,30.0,g,0.06741,2.0223,通用,0.06741,0.06,7.0,g,0.06
周三促销 - 辣鸡卷买一送一,single,辣味粉,SE05002,6.0,g,0.146055,0.8763299999999999,通用,0.146055,0.13,7.0,g,0.13
周三促销 - 辣鸡卷买一送一,single,炸鸡炸粉,DR02002,60.0,g,0.0183504996255,1.1010299775299999,通用,0.0183504996255,0.02,7.0,g,0.016333333
周三促销 - 辣鸡卷买一送一,single,五合一汉堡纸,PA99017,2.0,pc,0.24717,0.49434,通用,0.24717,0.22,7.0,pc,0.22
周三促销 - 辣鸡卷买一送一,single,生菜,VE00004,30.0,g,0.08715,2.6145,通用,0.08715,0.08,0.0,g,0.083
周三促销 - 辣鸡卷买一送一,single,鸡柳,CK02001,2.0,pc,4.534090908900001,9.068181817800003,通用,4.534090908900001,4.32,0.0,pc,4.318181818
周三促销 - 辣鸡卷买一送一,single,餐巾纸,GE99003,2.0,pc,0.0894914566245,0.178982913249,通用,0.0894914566245,0.08,7.0,pc,0.079654167
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,腌泡粉,SE01001,15.0,g,0.101115,1.5167249999999999,通用,0.101115,0.09,7.0,g,0.09
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
周二促销 - 炸鸡爱好者（经典脆皮鸡）,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,腌泡粉,SE01001,15.0,g,0.101115,1.5167249999999999,通用,0.101115,0.09,7.0,g,0.09
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
周四优惠，特价大脆鸡1块,single,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
周四优惠，特价大脆鸡1块,single,J起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
周四优惠，特价大脆鸡1块,single,炸鸡炸粉,DR02002,20.0,g,0.0183504996255,0.36700999251,通用,0.0183504996255,0.02,7.0,g,0.016333333
周四优惠，特价大脆鸡1块,single,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
周四优惠，特价大脆鸡1块,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
周四优惠，特价大脆鸡1块,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
周四优惠，特价大脆鸡1块,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
周四优惠，特价大脆鸡1块,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
周四优惠，特价大脆鸡1块,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
周四优惠，特价大脆鸡1块,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
周四促销,single,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
周四促销,single,J起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
周四促销,single,炸鸡炸粉,DR02002,20.0,g,0.0183504996255,0.36700999251,通用,0.0183504996255,0.02,7.0,g,0.016333333
周四促销,single,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
周四促销,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
周四促销,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
周四促销,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
周四促销,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
周四促销,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
周四促销,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
周四特惠 - 买一送一薯条,single,薯条细款7mm,FR02001,300.0,g,0.05617500000000001,16.852500000000003,通用,0.05617500000000001,0.05,7.0,g,0.05
周四特惠 - 买一送一薯条,single,J起酥油,DR02001,30.0,g,0.04954635,1.4863905000000002,通用,0.04954635,0.04,7.0,g,0.0441
周四特惠 - 买一送一薯条,single,盐,DR06002,2.0,g,0.011235,0.02247,通用,0.011235,0.01,7.0,g,0.01
周四特惠 - 买一送一薯条,single,外卖筒形薯盒,PA99005,2.0,pc,0.775215,1.55043,外卖,0.775215,0.69,7.0,pc,0.69
周四特惠 - 买一送一薯条,single,番茄酱（小包）,SA01013,2.0,pc,0.42693,0.85386,外卖,0.42693,0.38,7.0,pc,0.38
周四特惠 - 买一送一薯条,single,辣椒酱（小包）,SA01010,2.0,pc,0.47187,0.94374,外卖,0.47187,0.42,7.0,pc,0.42
周四特惠 - 买一送一薯条,single,中薯盒,PA99006,2.0,pc,0.6179250000000002,1.2358500000000003,通用,0.6179250000000002,0.55,7.0,pc,0.55
周四特惠 - 买一送一薯条,single,番茄酱（大包）,SA01009,20.0,g,0.02595285,0.519057,堂食,0.02595285,0.02,7.0,g,0.0231
周四特惠 - 买一送一薯条,single,甜辣酱（大包）,SA01001,20.0,g,0.033705,0.6740999999999999,堂食,0.033705,0.03,7.0,g,0.03
周四特惠 - 巨无霸脆皮鸡,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
周四特惠 - 巨无霸脆皮鸡,single,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
周四特惠 - 巨无霸脆皮鸡,single,手套,PA99023,1.0,pc,0.07864500000000002,0.07864500000000002,外卖,0.07864500000000002,0.07,7.0,pc,0.07
周四特惠 - 巨无霸脆皮鸡,single,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
周四特惠 - 巨无霸脆皮鸡,single,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
周四特惠 - 巨无霸脆皮鸡,single,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
周四特惠 - 巨无霸脆皮鸡,single,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
周年庆：饮品特价优惠1年纪念,single,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
周年庆：饮品特价优惠1年纪念,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
周年庆：饮品特价优惠1年纪念,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
周年庆：饮品特价优惠1年纪念,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
周年庆：饮品特价优惠1年纪念,single,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
品牌周年庆 1 (买一送一),combo,沙拉酱,SA02001,30.0,g,0.06741,2.0223,通用,0.06741,0.06,7.0,g,0.06
品牌周年庆 1 (买一送一),combo,五合一汉堡纸,PA99017,2.0,pc,0.24717,0.49434,通用,0.24717,0.22,7.0,pc,0.22
品牌周年庆 1 (买一送一),combo,8寸面饼,FR03001,2.0,pc,6.972429765,13.94485953,通用,6.972429765,6.21,7.0,pc,6.20599
品牌周年庆 1 (买一送一),combo,无骨方腿腿肉汉堡用,FR01001,2.0,pc,18.9,37.8,通用,18.9,18.0,0.0,pc,18.0
品牌周年庆 1 (买一送一),combo,生菜,VE00004,30.0,g,0.08715,2.6145,通用,0.08715,0.08,0.0,g,0.083
品牌周年庆 1 (买一送一),combo,中薯盒,PA99006,2.0,pc,0.6179250000000002,1.2358500000000003,通用,0.6179250000000002,0.55,7.0,pc,0.55
品牌周年庆 1 (买一送一),combo,薯条细款7mm,FR02001,300.0,g,0.05617500000000001,16.852500000000003,通用,0.05617500000000001,0.05,7.0,g,0.05
品牌周年庆 1 (买一送一),combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
品牌周年庆 1 (买一送一),combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
品牌周年庆 1 (买一送一),combo,盐,DR06002,2.0,g,0.011235,0.02247,通用,0.011235,0.01,7.0,g,0.01
品牌周年庆 1 (买一送一),combo,肉丁（原味米花）,CK02004,24.0,pc,1.292025,31.0086,通用,1.292025,1.15,7.0,pc,1.15
品牌周年庆 1 (买一送一),combo,鸡米花盒,PA99003,2.0,pc,0.65163,1.30326,通用,0.65163,0.58,7.0,pc,0.58
品牌周年庆 1 (买一送一),combo,打包袋 (小号),PA99018,1.0,pc,0.3595200000000001,0.3595200000000001,外卖,0.3595200000000001,0.32,7.0,pc,0.32
品牌周年庆 1 (买一送一),combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
四分之一腿肉饭套餐,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
四分之一腿肉饭套餐,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
四分之一腿肉饭套餐,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
四分之一腿肉饭套餐,combo,黄瓜片,MK01020,20.0,g,0.063,1.26,通用,0.063,0.06,0.0,g,0.06
四分之一腿肉饭套餐,combo,酱料盒（堂食）,PA01006,1.0,pc,0.1378128792915,0.1378128792915,通用,0.1378128792915,0.12,7.0,pc,0.122663889
四分之一腿肉饭套餐,combo,辣味粉,SE05002,3.0,g,0.146055,0.43816499999999997,通用,0.146055,0.13,7.0,g,0.13
四分之一腿肉饭套餐,combo,鸡腿,FR01003,1.0,pc,6.90000045,6.90000045,通用,6.90000045,6.57,0.0,pc,6.571429
四分之一腿肉饭套餐,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
四分之一腿肉饭套餐,combo,塑料叉勺 100pcs*20pack,PA02001,1.0,pc,0.69657,0.69657,通用,0.69657,0.62,7.0,pc,0.62
四分之一腿肉饭套餐,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
四分之一腿肉饭套餐,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
四分之一腿肉饭套餐,combo,甜辣酱（大包）,SA01001,10.0,g,0.033705,0.33704999999999996,堂食,0.033705,0.03,7.0,g,0.03
四分之一腿肉饭套餐,combo,香米,DR01002,70.0,g,0.02247,1.5729,通用,0.02247,0.02,7.0,g,0.02
四分之一腿肉饭套餐,combo,香辣蘸料,MK01016,10.0,g,0.1052413087845,1.052413087845,通用,0.1052413087845,0.09,7.0,g,0.093672727
四分之一腿肉饭套餐,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
四分之一腿肉饭套餐,combo,塑料碗盒（方盒）,PA01002,1.0,pc,3.66261,3.66261,通用,3.66261,3.26,7.0,pc,3.26
四分之一腿肉饭套餐,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
四分之一腿肉饭套餐,combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
四分之一腿肉饭套餐,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
四分之一腿肉饭套餐,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
大米,single,米饭打包碗（圆形）,PA01001,1.0,pc,1.47000987,1.47000987,外卖,1.47000987,1.31,7.0,pc,1.30842
大米,single,塑料碗盒（方盒）,PA01002,1.0,pc,3.66261,3.66261,堂食,3.66261,3.26,7.0,pc,3.26
大米,single,香米,DR01002,70.0,g,0.02247,1.5729,通用,0.02247,0.02,7.0,g,0.02
套餐7 - 香辣脆皮鸡,combo,4#全鸡袋,PA99008,1.0,pc,0.6066900000000001,0.6066900000000001,通用,0.6066900000000001,0.54,7.0,pc,0.54
套餐7 - 香辣脆皮鸡,combo,翅中,FR01005,2.0,pc,4.61311515,9.2262303,通用,4.61311515,4.39,0.0,pc,4.393443
套餐7 - 香辣脆皮鸡,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
套餐7 - 香辣脆皮鸡,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
套餐7 - 香辣脆皮鸡,combo,翅根,FR01004,2.0,pc,4.7108103,9.4216206,通用,4.7108103,4.49,0.0,pc,4.486486
套餐7 - 香辣脆皮鸡,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
套餐7 - 香辣脆皮鸡,combo,8号方底袋,PA99009,1.0,pc,0.69657,0.69657,通用,0.69657,0.62,7.0,pc,0.62
套餐7 - 香辣脆皮鸡,combo,腌泡粉,SE01001,25.0,g,0.101115,2.527875,通用,0.101115,0.09,7.0,g,0.09
套餐7 - 香辣脆皮鸡,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
套餐7 - 香辣脆皮鸡,combo,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
套餐7 - 香辣脆皮鸡,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
套餐7 - 香辣脆皮鸡,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
套餐7 - 香辣脆皮鸡,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
套餐7 - 香辣脆皮鸡,combo,食安封签,PA99034,1.0,pc,0.07864500000000002,0.07864500000000002,通用,0.07864500000000002,0.07,7.0,pc,0.07
套餐7 - 香辣脆皮鸡,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
套餐7 - 香辣脆皮鸡,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
套餐7 - 香辣脆皮鸡,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
套餐7 - 香辣脆皮鸡,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
套餐7 - 香辣脆皮鸡,combo,BBQ酱,SE05001,15.0,g,0.101115,1.5167249999999999,通用,0.101115,0.09,7.0,g,0.09
套餐7 - 香辣脆皮鸡,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
